Title: Hr

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 rhm-oxide_0 apatite water 
500.00 1173.15 19.284262 18.098052 0.000000 0.047804 0.043785 0.512076 0.054598 0.000000 0.000000 0.527947 
500.00 1163.15 18.630874 17.474147 0.000000 0.040924 0.041717 0.470927 0.048268 0.000000 0.012236 0.542655 
500.00 1153.15 18.022561 16.904375 0.000000 0.032810 0.041725 0.431982 0.042727 0.000000 0.012809 0.556134 
500.00 1143.15 17.466174 16.384014 0.000000 0.025719 0.041823 0.397076 0.037970 0.000000 0.011069 0.568502 
500.00 1133.15 16.958101 15.907438 0.000000 0.019739 0.041760 0.365915 0.033878 0.000000 0.009494 0.579877 
500.00 1123.15 16.492832 15.469833 0.000000 0.014682 0.041557 0.338004 0.030346 0.000000 0.008050 0.590360 
500.00 1113.15 16.065653 15.067065 0.000000 0.010394 0.041236 0.312925 0.027285 0.000000 0.006708 0.600040 
500.00 1103.15 15.672355 14.691501 0.000000 0.010454 0.038689 0.293245 0.018035 0.005515 0.005892 0.609024 
500.00 1093.15 15.306099 14.321997 0.029712 0.000000 0.029879 0.286945 0.000000 0.012792 0.006565 0.618208 
500.00 1083.15 14.944671 13.964406 0.041195 0.000000 0.017479 0.277522 0.000000 0.010191 0.006570 0.627308 
500.00 1073.15 14.596227 13.636996 0.036319 0.000000 0.017583 0.255192 0.000000 0.009129 0.005350 0.635658 
500.00 1063.15 14.277211 13.336824 0.032034 0.000000 0.017471 0.235150 0.000000 0.008214 0.004189 0.643327 
500.00 1053.15 13.984748 13.061317 0.028273 0.000000 0.017183 0.217105 0.000000 0.007422 0.003069 0.650378 
500.00 1043.15 13.716328 12.808226 0.024974 0.000000 0.016750 0.200807 0.000000 0.006734 0.001973 0.656865 
500.00 1033.15 13.469756 12.575582 0.022082 0.000000 0.016202 0.186041 0.000000 0.006131 0.000883 0.662835 
