Reference,Location,Site,Section,Img. Ref. No.,Mineral,Enclosing Phase,Na2O_pct,MgO_pct,Al2O3_pct,SiO2_pct,K2O_pct,CaO_pct,TiO2_pct,V2O5_pct,Cr2O3_pct,MnO_pct,FeO_pct,NiO_pct,Total_pct,Si_wt%,Fe_wt%,Fe57_CPS,Si_CPS,Al27_CPS,Si29_CPS,Data Reduction,Internal Standard,IntStdWv,Li_ppm_7,Be_ppm_9,B_ppm_11,Na_ppm_23,Mg_ppm_25,Al_ppm_27,Si_ppm_29,P_ppm_31,K_ppm_39,Ca_ppm_43,Sc_ppm_45,Ti_ppm_49,V_ppm_51,Cr_ppm_53,Mn_ppm_55,Fe_ppm_57,Co_ppm_59,Ni_ppm_60,Ni_ppm_61,Cu_ppm_63,Zn_ppm_66,Ga_ppm_71,Ge_ppm_72,As_ppm_75,Rb_ppm_85,Sr_ppm_88,Y_ppm_89,Zr_ppm_90,Nb_ppm_93,Mo_ppm_95,Ru_ppm_99,Rh_ppm_103,Pd_ppm_105,Ag_ppm_107,Cd_ppm_111,Sn_ppm_118,Cs_ppm_133,Ba_ppm_137,La_ppm_139,Ce_ppm_140,Pr_ppm_141,Nd_ppm_146,Sm_ppm_147,Eu_ppm_153,Gd_ppm_157,Tb_ppm_159,Dy_ppm_163,Ho_ppm_165,Er_ppm_166,Er_ppm_167,Tm_ppm_169,Yb_ppm_173,Lu_ppm_175,Hf_ppm_178,Os_ppm_192,Pt_ppm_194,Au_ppm_197,Pb_ppm_208,Th_ppm_232,U_ppm_238,Primary RM,Spot Size (µm),Rep Rate (Hz),Method
This Study,Norilsk,Norilsk I,NOR1-5A,6,olivine,,0.051443,35.900893,0.047828,37.756267,bdl,0.157844,0.010079,,0.010173,0.36,25.197027,0.146677,99.63823,17.64971344,19.58571862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,7,olivine,,0.010289,36.380237,0.057394,38.221894,bdl,0.16771,0.050393,,0.050865,0.31,24.910464,0.414147,100.573392,17.86737752,19.36297241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,18,olivine,,bdl,35.421548,0.038263,37.634799,0.012998,0.128249,bdl,,bdl,0.38,26.04648,0.336494,99.99883,17.59293147,20.24600078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,19,olivine,,0.010289,37.239062,0.057394,38.434463,bdl,0.18744,0.060472,,0.040692,0.32,24.552261,0.26747,101.169542,17.96674598,19.08454023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,20,olivine,,bdl,36.989404,0.047828,37.482964,bdl,0.18744,0.030236,,0.020346,0.35,23.498121,0.232958,98.839297,17.521954,18.26515429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,21,olivine,,bdl,37.618543,0.057394,38.46483,bdl,0.18744,bdl,,0.020346,0.36,23.733511,0.22433,100.666394,17.98094147,18.44812359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,22,olivine,,bdl,37.948093,0.076526,38.333239,bdl,0.147979,0.020157,,0.050865,0.4,23.743746,0.215702,100.936306,17.91942736,18.45607928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,23,olivine,,bdl,37.778325,0.047828,38.373729,bdl,0.147979,bdl,,bdl,0.36,23.610699,0.276098,100.594658,17.93835499,18.35266148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,24,olivine,,bdl,39.006645,0.038263,38.677398,0.012998,0.118383,0.07055,,0.020346,0.3,21.829918,0.198445,100.272946,18.08030946,16.9684555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,35,olivine,,0.051443,38.187765,bdl,38.55593,0.012998,0.147979,0.020157,,0.050865,0.27,22.77148,0.284726,100.353343,18.02352749,17.70033424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,36,olivine,,0.010289,37.92812,0.019131,38.009325,0.025995,0.098653,0.060472,,bdl,0.33,22.658902,0.189817,99.330704,17.76800907,17.61282705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,37,olivine,,0.061731,37.279008,0.057394,38.29275,bdl,0.236767,bdl,,bdl,0.38,24.061011,0.198445,100.567106,17.90050019,18.70269024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,38,olivine,,bdl,37.388857,0.086091,38.151038,bdl,0.236767,bdl,,0.040692,0.33,23.876793,0.232958,100.343195,17.83425486,18.55949709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,44,olivine,,bdl,39.955347,0.057394,38.535686,0.025995,0.108518,0.020157,,0.020346,0.32,20.049137,0.207074,99.299654,18.01406414,15.58424951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,5,orthopyroxene,,0.030866,25.954498,1.683563,53.557214,bdl,1.706693,0.332594,,bdl,0.29,15.607419,0.034512,99.197358,25.0360948,12.13168986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,39,orthopyroxene,,0.010289,26.863255,0.746124,54.539079,bdl,1.677097,0.493852,,0.081384,0.3,14.983122,0.189817,99.884019,25.49508181,11.64642208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,40,orthopyroxene,,bdl,26.813323,0.88961,54.599813,0.077986,1.864537,0.685345,,0.050865,0.38,15.433435,0.146677,100.941591,25.52347279,11.99645161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,41,orthopyroxene,,0.030866,26.753405,0.880044,54.741526,0.077986,1.953324,0.594638,,0.010173,0.3,15.034294,0.103537,100.479793,25.58971859,11.68619821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,42,orthopyroxene,,0.051443,26.753405,0.851347,54.539079,0.103981,1.923729,0.614795,,0.020346,0.34,14.829607,0.069025,100.096756,25.49508181,11.52709444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,43,orthopyroxene,,bdl,26.833296,0.870478,54.518835,bdl,1.953324,0.624874,,0.061038,0.4,14.645388,0.207074,100.114306,25.48561846,11.38390051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,1 (1) rim,oxide3,sulphide,bdl,3.645014,0.13392,0.080979,0.025995,0.029596,45.565385,,0.10173,0.39,47.722882,0.112165,97.807665,0.037854806,37.09512787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,1 (2),oxide3,sulphide,0.041154,3.974563,0.143485,0.080979,0.025995,0.029596,46.815132,,0.223805,0.45,47.538663,0.051768,99.375142,0.037854806,36.95193393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,1 (3),oxide3,sulphide,0.010289,4.004522,0.124354,0.030367,0.025995,bdl,46.361595,,0.111903,0.44,46.94507,0.112165,98.166259,0.014195494,36.49053245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,1 (4) core,oxide3,sulphide,bdl,3.425315,0.06696,0.080979,bdl,0.009865,52.91269,,0.061038,0.95,42.206555,0.025884,99.739285,0.037854806,32.80727167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,3,plagioclase,,3.724441,0.069904,29.711055,51.006388,0.298945,13.82125,0.100786,,bdl,bdl,0.706172,bdl,99.438942,23.84367427,0.548909444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,8,plagioclase,,1.872509,0.089877,32.52337,47.382597,0.103981,17.106387,0.020157,,bdl,bdl,0.532187,bdl,99.631065,22.14968072,0.413670424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,9,plagioclase,,2.057702,0.079891,31.595498,46.997948,0.142974,16.238243,0.060472,,0.010173,bdl,0.655,bdl,97.8379,21.96987098,0.509133307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,11,plagioclase,,2.047414,0.019973,32.073782,47.31174,0.064988,16.731506,0.010079,,bdl,0.02,0.89039,0.008628,99.178501,22.11655759,0.692102604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,25,plagioclase,,2.911649,0.039945,31.232001,49.609508,0.220959,15.153062,0.020157,,bdl,0.02,0.614062,bdl,99.821344,23.1906825,0.477312087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,34,plagioclase,,3.405497,0.089877,30.198906,50.601495,0.194964,14.472358,0.060472,,bdl,0.01,0.511719,0.034512,99.579801,23.65440118,0.397760591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,2,pyroxene,,0.318944,16.167885,1.827048,51.421404,0.038993,19.335939,1.269905,,0.091557,0.28,7.91117,0.189817,98.852661,24.03767951,6.149374271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,10,pyroxene,,0.524714,15.478827,1.281803,52.585471,bdl,21.022901,0.453537,,0.081384,0.2,7.665545,0.060396,99.35458,24.58183947,5.958449281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,12,pyroxene,,0.267501,16.457489,2.257505,51.978131,bdl,20.62829,0.423302,,0.864703,0.13,5.823358,0.034512,98.86479,24.2979296,4.526512243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,13,pyroxene,,0.390963,15.958172,1.501814,51.917398,0.025995,20.302736,1.007861,,0.132249,0.2,7.614374,0.008628,99.060189,24.26953908,5.918673921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,14,pyroxene,,0.292806,16.073109,2.783495,50.195074,0.014487,20.34358,0.503501,,1.003472,0.152887,5.997483,,97.359893,23.4644138,4.661860086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,14,pyroxene,,0.333193,16.323469,1.874794,50.727142,bdl,18.916656,1.363648,,0.163832,0.282253,8.363272,,98.348258,23.71313669,6.500794403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,14,pyroxene,,0.222129,16.483699,2.573059,51.480068,0.028974,20.541764,0.513991,,0.757723,0.21169,6.329523,,99.14262,24.06510284,4.919955694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,14,pyroxene,,0.232225,16.784131,2.133056,51.851511,0.014487,19.887757,0.660845,,0.327664,0.22345,7.242635,,99.357763,24.23873925,5.629720171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,14,pyroxene,,0.242322,16.96439,1.645227,52.102487,bdl,19.570663,0.713293,,0.143353,0.258732,7.719943,,99.36041,24.35606161,6.000732997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,15,pyroxene,,0.452694,15.458855,1.463552,52.261557,0.038993,20.509907,0.735738,,0.111903,0.17,8.218202,0.086281,99.50768,24.43042119,6.388031092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,16,pyroxene,,0.370386,16.127939,1.559209,52.544982,0.012998,20.154757,0.997782,,0.081384,0.18,7.941874,0.017256,99.988566,24.5629123,6.173240575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,17,pyroxene,,0.226347,16.677188,2.257505,52.605716,0.025995,20.766404,0.342673,,0.966432,0.1,5.833593,0.051768,99.85362,24.59130329,4.534467936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,26,pyroxene,,0.246924,15.758445,3.051457,50.31807,0.025995,20.144891,0.463616,,1.098681,0.14,5.813124,0.060396,97.121601,23.52191006,4.518557326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,27,pyroxene,,0.246924,15.788404,2.783618,50.22697,0.012998,20.174487,0.453537,,1.047816,0.18,5.618671,0.04314,96.576565,23.47932405,4.367408473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,28,pyroxene,,0.216059,15.898253,2.209676,50.267459,0.012998,19.779876,0.443459,,0.65107,0.17,5.843827,0.060396,95.553073,23.49825122,4.542422853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,30,pyroxene,,0.246924,16.777051,1.980099,52.656327,0.025995,20.401389,0.453537,,0.467957,0.13,6.447655,0.103537,99.690472,24.61496214,5.011780023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,31,pyroxene,,0.267501,16.647229,1.980099,52.686694,0.025995,20.292871,0.554323,,0.295016,0.17,6.785389,0.017256,99.722375,24.62915763,5.274301593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,32,pyroxene,,0.246924,16.667202,1.827048,52.464003,bdl,19.809472,0.685345,,0.183113,0.2,7.368749,0.094909,99.546765,24.5250575,5.727748931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,33,pyroxene,,0.257213,16.607284,1.750523,51.907275,0.012998,19.109038,0.937311,,0.122076,0.21,7.931639,0.025884,98.871239,24.26480694,6.165284881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,44,pyroxene,,0.226347,16.028076,3.137549,50.965899,0.038993,20.381658,0.483773,,1.220757,0.16,5.854061,0.120793,98.617906,23.8247471,4.550377769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,45,pyroxene,,0.493849,16.058035,2.793184,51.016511,0.220959,20.421119,0.443459,,1.007124,0.12,5.731249,0.086281,98.391769,23.84840641,4.454915663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,46,pyroxene,,0.267501,16.068021,2.276636,50.672352,bdl,20.164622,0.483773,,0.783319,0.18,5.843827,0.060396,96.800448,23.68752431,4.542422853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,48,pyroxene,,0.401252,16.257762,1.530512,51.735196,0.012998,19.148499,0.876839,,bdl,0.21,8.361483,0.008628,98.543167,24.18436612,6.499403809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,49,pyroxene,,0.370386,16.058035,1.44442,52.453881,0.025995,20.450715,0.896996,,0.142422,0.15,7.757655,0.129421,99.879926,24.52032582,6.030046638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,,pyroxene,,0.262516,15.852792,3.13741,50.03445,bdl,20.393126,0.545459,,1.177543,0.141127,6.018235,,97.562658,23.38932779,4.677990672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,,pyroxene,,0.212032,16.203296,2.754799,51.068468,0.028974,20.730039,0.430074,,1.126346,0.22345,5.872968,,98.650445,23.87269447,4.565074232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,,pyroxene,,0.242322,16.623901,2.190448,51.871589,bdl,20.551673,0.52448,,0.61437,0.246971,6.3399,,99.205655,24.248125,4.928021764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Norilsk I,NOR1-5A,,pyroxene,,0.252419,16.724045,2.343492,52.122565,0.057948,20.799403,0.472032,,0.860118,0.176408,6.205008,,100.013439,24.36544736,4.823169841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Study,Norilsk,Talnakh,OYG-2 1077.2,22,oxide3,,,,,,,,,,,,,,,0,0,12170000,,,,Stoichiometric,Fe57,40,,,,,920,8404,70040,,,,11.56,,3844,23720,3024,,11.4,366.4,335.6,0.476,360,34.88,,,,,8.352,,,,<0.0296,Int2SE,0.128,<0.0168,<0.18,,,,35.68,,,,,,,,,,,,,,,,Int2SE,<0.14,<0.056,,,,GSD-2G & FeS-5,65,9,Kharaelakh-Talnakh_65um
This Study,Norilsk,Talnakh,OYG-2 1077.2,NE,oxide3,,,,,,,,,,,,,,,0,0,13260000,,,,Stoichiometric,Fe57,40,,,,,1164,6216,34320,,,,1.504,,2408,20400,3976,,8,622.4,564.4,0.784,505.6,34.32,,,,,5.844,,,,<0.032,<0.0076,0.0284,<0.0108,Int2SE,,,,17.24,,,,,,,,,,,,,,,,<0.0104,<0.088,0.06,,,,GSD-2G & FeS-5,65,9,Kharaelakh-Talnakh_65um
This Study,Norilsk,Talnakh,OYG-2 1077.2,56,plagioclase,,,,,,,,,,,,,,,0,0,,,,1031000,Stoichiometric,Si29,22,4.532,0.88,8.69,32956,499.4,70840,,310.2,37400,5544,3.498,1100,0.726,<3.3,134.2,3322,0.3366,<1.628,,9.02,3.828,21.604,,<1.848,71.06,415.8,5.214,237.6,6.6,7.92,,,,,,,0.3322,1177,4.334,8.91,0.9658,3.168,0.66,0.9306,0.682,0.1452,1.122,0.1562,0.594,,0.03212,,,3.036,,,,3.124,7.326,4.048,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,76,plagioclase,,,,,,,,,,,,,,,0,0,,,,1661000,Stoichiometric,Si29,22,7.568,0.0924,3.938,35838,1355.2,111320,,130.46,1993.2,45760,3.212,380.38,3.564,<1.98,69.3,3940.2,0.2618,1.166,,<1.056,7.568,23.32,,<1.188,3.432,476.3,0.0792,0.022,,,,,,,,,0.0506,190.3,0.913,1.5026,0.154,0.605,,0.8558,,,,,,,,,,,,,,0.3982,,,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,17,pyroxene,,,,,,,,,,,,,,,0,0,,,,1510000,Stoichiometric,Si29,22,39.116,0.4334,17.16,5172.2,105512,86746,70974,426.8,8577.8,9328,14.014,22,153.78,839.74,1953.6,177760,18.282,171.16,,5.06,36.08,33.704,,<1.474,7.678,106.7,2.222,6.094,0.0396,,,,,,,,4.796,66.22,1.32,2.343,0.2882,1.056,,0.132,0.3454,0.055,0.2442,0.0946,0.1782,,0.0242,,0.0418,0.2112,,,,0.748,0.5742,0.2288,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,18,pyroxene,,,,,,,,,,,,,,,0,0,,,,1570000,Stoichiometric,Si29,22,55.858,Int2SE,11.572,4681.6,110000,90442,73998,277.2,7385.4,5984,6.644,12.54,112.86,603.24,1986.6,182380,19.58,163.68,,9.372,40.04,36.146,,<1.43,6.908,73.084,1.0802,2.97,Int2SE,,,,,,,,4.092,54.78,0.5588,1.0648,0.0858,0.451,,0.0704,,,0.0858,0.02508,0.0528,,0.01364,,,0.0748,,,,0.6072,0.2706,0.1144,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,22,pyroxene,,,,,,,,,,,,,,,0,0,12170000,,,1790000,Stoichiometric,Si29,22,35.794,Int2SE,16.896,4987.4,104280,87802,71838,159.5,7563.6,8294,12.65,34.98,177.32,717.2,1962.4,178200,15.29,197.56,,4.686,41.8,33.946,,<0.792,6.622,82.28,1.078,3.718,0.01848,,,,,,,,4.114,58.3,0.5456,1.1792,0.077,0.462,,0.1342,0.0704,0.00616,0.1188,0.03322,0.1364,,0.01232,,0.01452,0.0902,,,,0.473,0.1474,0.1254,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,28,pyroxene,,,,,,,,,,,,,,,0,0,,,,3852000,Stoichiometric,Si29,22,17.71,0.627,9.944,5447.2,72710,5137,4203,128.48,83.6,129580,28.05,1575.2,99.44,177.32,2228.6,29920,17.446,108.24,,1.628,40.524,3.652,,1.122,0.3388,55.044,31.636,202.4,0.1452,0.0594,,,,,,,<0.022,1.606,9.592,28.996,3.8522,17.622,4.334,1.5796,5.192,0.88,5.786,1.1748,3.652,,0.5852,,0.6116,4.884,,,,0.3894,0.7392,0.1056,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,31,pyroxene,,,,,,,,,,,,,,,0,0,,,,3873000,Stoichiometric,Si29,22,9.438,0.7216,13.376,6243.6,72270,7537.2,6166.8,132.44,<1.804,135520,11.748,2356.2,115.28,285.34,1817.2,28358,15.532,99.44,,<0.44,42.746,4.488,,0.88,<0.0528,74.8,17.534,429.22,0.176,,,,,,,,<0.022,<0.0968,8.294,24.75,3.4298,14.982,3.586,1.6478,3.344,0.572,3.344,0.66,2.1032,,0.3058,,0.2794,6.072,,,,0.1958,0.9856,0.2046,NIST610,65,9,Norilsk_1.2
This Study,Norilsk,Talnakh,OYG-2 1077.2,48,pyroxene,,0.255461,14.420578,4.090253,49.876862,bdl,20.930717,1.19067,bdl,0.432988,0.27,8.30771,,99.775238,23.31566099,6.457605908,,,,3579000,EDS IS,Si29,23.314276,44.367068,0.172526,1.445485,1776.547852,81063.73861,18325.02115,,153.174795,39.401127,137554.23,122.39995,5518.489194,874.052218,2093.622009,1555.062227,41103.06907,32.336901,64.347403,,<0.722742564495037,42.758383,6.714512,,<0.629485459398903,0.109577,18.301707,15.573937,30.261931,0.062949,Int2SE,,,,,,,<0.0233142762740335,1.258971,1.114422,4.679175,0.850971,5.292341,2.005028,0.594514,3.100799,0.45696,3.077484,0.650468,1.774216,,0.226148,,0.247131,1.557394,,,,<0.067611401194697,0.037536,0.018885,NIST610,65,9,Norilsk_1.2
